iter	RMSE
448	0.2136293554
449	0.2135472936
450	0.2134711686
451	0.2134048942
452	0.2133406965
453	0.2132529129
454	0.2131641539
455	0.2130286957
456	0.2129190001
457	0.2127956679
458	0.2126645033
459	0.2125831881
460	0.2124872349
461	0.2123779712
462	0.2122539596
463	0.2121359182
464	0.2120046854
465	0.2118594804
466	0.2117562615
467	0.211683558
468	0.2116012102
469	0.2114819254
470	0.211397674
471	0.2112810632
472	0.2111785715
473	0.2110960054
474	0.2109664237
475	0.2108596878
476	0.2107532976
477	0.2106916112
478	0.2106211807
479	0.2105365121
480	0.2104402962
481	0.2102952066
482	0.2102051166
483	0.2100751356
484	0.2100168367
485	0.2099181161
486	0.2098142051
487	0.2097338713
488	0.2096677897
489	0.2095674652
490	0.2095006633
491	0.2093838847
492	0.2092682519
493	0.2091509503
494	0.209064387
495	0.2090090634
496	0.2088706717
497	0.208756816
498	0.2086434461
499	0.2085449283
500	0.2084231132
501	0.2083318098
502	0.2082357919
503	0.208126328
504	0.2080144321
505	0.207913264
506	0.2077827501
507	0.2076770124
508	0.2076244993
509	0.2075138525
510	0.207402989
511	0.2072626062
512	0.2071508834
513	0.2070281251
514	0.2069422093
515	0.2068656404
516	0.2067499446
517	0.206641902
518	0.2065718175
519	0.2064539086
520	0.2063436874
521	0.2062439364
522	0.2061466245
523	0.2060449086
524	0.2059121201
525	0.2058366749
526	0.2057633729
527	0.2056704706
528	0.2055802205
529	0.2054922641
530	0.2053877794
531	0.2053219526
532	0.2052121256
533	0.2051128454
534	0.2050282754
535	0.2049373009
536	0.2048493285
537	0.2047595039
538	0.2046543697
539	0.204559108
540	0.2044425958
541	0.2043495788
542	0.204259517
543	0.2041521702
544	0.2040520282
545	0.2039243877
546	0.2038548734
547	0.2037359278
548	0.203616439
549	0.2034596051
550	0.2033387446
551	0.203233474
552	0.203132754
553	0.2030173642
554	0.2029249331
555	0.2028245937
556	0.2027490327
557	0.2026210906
558	0.2025227161
559	0.2024131155
560	0.2022963588
561	0.2022078826
562	0.2020806818
563	0.2020008723
564	0.2019021345
565	0.2017732062
566	0.2016978394
567	0.2015960133
568	0.2014633973
569	0.2013797727
570	0.2012820476
571	0.2011934641
572	0.2010910733
573	0.2009847933
574	0.200868505
575	0.2007898393
576	0.2007259483
577	0.2006494874
578	0.2005728459
579	0.200495988
580	0.2004142983
581	0.2003186046
582	0.2002081136
583	0.2001047454
584	0.1999831491
585	0.199909091
586	0.1998047017
587	0.199713865
588	0.1996291036
589	0.1995359189
590	0.1994169294
591	0.1993029364
592	0.1992202557
593	0.1991195679
594	0.1990241
595	0.1989512262
596	0.1988567001
597	0.1987945839
598	0.1986985846
599	0.1986121186
600	0.1985005263
601	0.1984424551
602	0.1983707144
603	0.1982698189
604	0.1982047705
605	0.1980737647
606	0.198000353
607	0.1978813232
608	0.1977599974
609	0.1976844015
610	0.1976064697
611	0.1975266622
612	0.1974261694
613	0.1973465592
614	0.1972899314
615	0.1972162051
616	0.1971169122
617	0.1970430246
618	0.1969919446
619	0.1969051363
620	0.1968006056
621	0.1967134979
622	0.1966135742
623	0.196494317
624	0.1964170722
625	0.1963179921
626	0.1961922656
627	0.1961099317
628	0.1960172719
629	0.1959396511
630	0.1958239928
631	0.1956924169
632	0.1955950136
633	0.19549224
634	0.1953622268
635	0.195288952
636	0.1951978587
637	0.1951287997
638	0.1950304448
639	0.1949141905
640	0.1948271711
641	0.1947204389
642	0.1946251714
643	0.1945723448
644	0.1944959644
645	0.194373533
646	0.1942942969
647	0.1941664255
648	0.1940756841
649	0.1939959935
650	0.1939178851
651	0.1938329863
652	0.1937623579
653	0.1936721173
654	0.1935856364
655	0.1934719312
656	0.1933692562
657	0.1932787831
658	0.1931737918
659	0.1930892997
660	0.1929721462
661	0.1928941718
662	0.1927692711
663	0.1926837172
664	0.1926017746
665	0.1925238567
666	0.1924470047
667	0.1923521841
668	0.1922753902
669	0.1921944396
670	0.1921221465
671	0.1920359827
672	0.1919443803
673	0.1918805294
674	0.1918139344
675	0.1917395524
676	0.1916472932
677	0.191577391
678	0.1915245003
679	0.1914142188
680	0.1913315294
681	0.1912510019
682	0.1911653325
683	0.1910902323
684	0.1910100583
685	0.1909303142
686	0.1908378281
687	0.1907548252
688	0.1907001797
689	0.1906112138
690	0.1905621682
691	0.1904908727
692	0.1904064298
693	0.1903444928
694	0.190263622
695	0.1901585271
696	0.1901015471
697	0.1900171178
698	0.1899337833
699	0.1898397939
700	0.1897388379
701	0.1896745139
702	0.1895816001
703	0.1895188706
704	0.1894648289
705	0.1893760985
706	0.1893089504
707	0.1892185422
708	0.1891381025
709	0.1890771321
710	0.1889554771
711	0.1888881715
712	0.1888028873
713	0.1887301757
714	0.1886200645
715	0.1885438364
716	0.1884642892
717	0.1883952014
718	0.1883524276
719	0.1882872409
720	0.1882388951
721	0.1881729502
722	0.1880908176
723	0.1879908435
724	0.1879384274
725	0.1878816183
726	0.187785408
727	0.1876978443
728	0.1876218724
729	0.1875595725
730	0.187489309
731	0.1873978062
732	0.1873079255
733	0.1872357776
734	0.1871537636
735	0.1870924576
736	0.1869910662
737	0.1869084197
738	0.1868330657
739	0.1867564316
740	0.1866670021
741	0.1865945927
742	0.1865086061
743	0.1864196585
744	0.1863593313
745	0.1863033792
746	0.1862383948
747	0.1861490382
748	0.1860747338
749	0.1859690154
750	0.1858907761
751	0.1858093295
752	0.1857378954
753	0.1856983917
754	0.1856132061
755	0.1855378122
756	0.1854412081
757	0.1853720705
758	0.1852536208
759	0.1851777138
760	0.1851229558
761	0.1850354014
762	0.1849545707
763	0.1848913885
764	0.1848152
765	0.1847546103
766	0.184682526
767	0.1846348573
768	0.1845934242
769	0.1845323193
770	0.1844613551
771	0.1843894791
772	0.1843400446
773	0.1842575328
774	0.1841665989
775	0.1841262703
776	0.1840531021
777	0.1839662361
778	0.1839055832
779	0.183841495
780	0.1837816817
781	0.1837096908
782	0.1836319914
783	0.1835318323
784	0.1834758084
785	0.1833747292
786	0.1832872069
787	0.183200708
788	0.1831228469
789	0.1830437081
790	0.1829589854
791	0.1828701055
792	0.182807991
793	0.1827368326
794	0.182659945
795	0.1826028463
796	0.1825454055
797	0.1824825447
798	0.1824193554
799	0.1823528132
800	0.1822598943
801	0.1821948126
802	0.182135697
803	0.1820629563
804	0.1819706873
805	0.1818865648
806	0.1817889863
807	0.1817410216
808	0.1816699677
809	0.181589262
810	0.1815487675
811	0.1814669636
812	0.1813894661
813	0.1813209053
814	0.1812685963
815	0.1812109052
816	0.1811487394
817	0.1811144476
818	0.1810511211
819	0.1810154739
820	0.1809415735
821	0.1808610245
822	0.1807852624
823	0.1807113751
824	0.1806228576
825	0.180581887
826	0.180521416
827	0.180474309
828	0.1803880376
829	0.1803250716
830	0.1802270529
831	0.1801442185
832	0.1800813171
833	0.1800224288
834	0.1799733729
835	0.1799124609
836	0.1798388895
837	0.1797813986
838	0.1796981579
839	0.1796404578
840	0.1795851039
841	0.1795313393
842	0.1794626679
843	0.1794111339
844	0.1793457027
845	0.1792923073
846	0.1792195401
847	0.1791510984
848	0.1791070025
849	0.1790520563
850	0.1789852648
851	0.1789369875
852	0.1788539756
853	0.1787718581
854	0.1786667412
855	0.178617793
856	0.1785461987
857	0.1784888145
858	0.1784400867
859	0.178377643
860	0.1783028561
861	0.1782382131
862	0.1781696604
863	0.1781104891
864	0.1780277171
865	0.1779656269
866	0.1778952595
867	0.177857565
868	0.1777949622
869	0.1777238074
870	0.1776731499
871	0.1776116479
872	0.1775680064
873	0.1774903318
874	0.1774210489
875	0.1773635365
876	0.1773017042
877	0.1772451953
878	0.177160719
879	0.1771102113
880	0.1770576601
881	0.1769975676
882	0.1769420677
883	0.1768740163
884	0.1768077387
885	0.1767509708
886	0.1766976722
887	0.1766424313
888	0.1766007802
889	0.1764875617
890	0.1764160403
891	0.1763548756
892	0.1762908043
893	0.1762432675
894	0.1761728029
895	0.1761084337
896	0.176035916
897	0.1759713009
898	0.1759201265
899	0.1758542171
900	0.1757737017
901	0.1757073493
902	0.175619105
903	0.1755775692
904	0.1755075184
905	0.1754308414
906	0.175387345
907	0.1753128096
908	0.1752598883
909	0.1752238489
910	0.1751593233
911	0.1750987067
912	0.1750576646
913	0.1749934863
914	0.1749021446
915	0.1748613188
916	0.1747955877
917	0.1747262782
918	0.1746768485
919	0.1746267863
920	0.1745347327
921	0.1744632706
922	0.174399327
923	0.1743267159
924	0.1742547671
925	0.1742050586
926	0.1741533304
927	0.1741064026
928	0.1740506314
929	0.1739894884
930	0.1739374529
931	0.1738710466
932	0.1738243067
933	0.1737423983
934	0.1736824892
935	0.1736109579
936	0.1735638727
937	0.1734962479
938	0.1734556688
939	0.1734079666
940	0.1733675898
941	0.173302376
942	0.173242389
943	0.1731795836
944	0.1731046202
945	0.1730344227
946	0.1729954195
947	0.1729513749
948	0.1728853476
949	0.172816709
950	0.1727485799
951	0.1727000821
952	0.1726394594
953	0.1725724027
954	0.1725255269
955	0.1724800189
956	0.1724244181
957	0.1723357068
958	0.1722746123
959	0.1722104437
960	0.172146377
961	0.172083453
962	0.172029032
963	0.1719654204
964	0.1718973734
965	0.1718464982
966	0.1717731933
967	0.1717262888
968	0.1716615789
969	0.1716170809
970	0.1715690935
971	0.1715128016
972	0.1714735178
973	0.1714394524
974	0.1713937945
975	0.1713450835
976	0.1712799376
977	0.1712228631
978	0.1711757283
979	0.1711303865
980	0.1710794618
981	0.1710215765
982	0.1709467723
983	0.1708895375
984	0.1708265217
985	0.1707671388
986	0.1707190653
987	0.1706643874
988	0.1706086461
989	0.1705537701
990	0.1705001263
991	0.1704708995
992	0.1704193174
993	0.1703492069
994	0.1702893877
995	0.170237919
996	0.1701696688
997	0.1701086271
998	0.1700723043
999	0.1699941489
1000	0.1699301808
1001	0.1698815985
1002	0.1698202506
1003	0.1697613492
1004	0.169699455
1005	0.1696456389
1006	0.1695950438
1007	0.169535623
1008	0.1694865937
1009	0.1694144994
1010	0.1693195544
1011	0.1692638556
1012	0.1692276759
1013	0.1691452126
1014	0.1690890118
1015	0.1690345364
1016	0.1689801982
1017	0.1689127409
1018	0.1688516685
1019	0.1687899532
1020	0.1687486753
1021	0.1687041916
1022	0.1686226215
1023	0.1685774821
1024	0.1685188396
1025	0.1684782634
1026	0.1684297777
1027	0.1683827017
1028	0.1683241274
1029	0.1682755312
1030	0.1681983669
1031	0.1681531267
1032	0.1681078822
1033	0.1680565461
1034	0.168006607
1035	0.1679616889
1036	0.167891138
1037	0.1678465277
1038	0.1677745239
1039	0.1677425337
1040	0.1676812838
1041	0.1676311079
1042	0.1675696253
1043	0.1675180396
1044	0.1674424386
1045	0.1673711765
1046	0.1672909937
1047	0.1672378302
1048	0.1671510542
1049	0.1670830979
1050	0.1670350494
1051	0.1669998493
1052	0.1669591032
1053	0.1668818476
1054	0.1668158586
1055	0.1667715226
1056	0.1667156944
1057	0.1666365449
1058	0.1665893969
1059	0.1665572882
1060	0.1664912258
1061	0.1664615187
1062	0.1664245695
1063	0.1663676356
1064	0.1663024273
1065	0.1662384471
1066	0.1661904498
1067	0.166147204
1068	0.166070673
1069	0.1660430978
1070	0.1659989336
1071	0.1659408411
1072	0.1658817106
1073	0.1657928658
1074	0.165726037
1075	0.1656638803
1076	0.1656084033
1077	0.1655634005
1078	0.1654928672
1079	0.1654330687
1080	0.1654044718
1081	0.1653625682
1082	0.165307457
1083	0.1652721031
1084	0.1652228212
1085	0.1651797968
1086	0.1650994713
1087	0.1650604048
1088	0.1650060261
1089	0.1649535305
1090	0.164870933
1091	0.1648383377
1092	0.1647881181
1093	0.1647413886
1094	0.1646918565
1095	0.1646398036
1096	0.1646080257
1097	0.1645541867
1098	0.1645035335
1099	0.1644093359
1100	0.1643391772
1101	0.1642797312
1102	0.1642380318
1103	0.1641816323
1104	0.1641190976
1105	0.1640768496
1106	0.1640291565
1107	0.1639768199
1108	0.1639300232
1109	0.1638896493
1110	0.1638489453
1111	0.1637745462
1112	0.1637288684
1113	0.163684241
1114	0.1636452807
1115	0.1636100941
1116	0.1635576366
1117	0.1635136003
1118	0.163452541
1119	0.1634209542
1120	0.1633719776
1121	0.163305645
1122	0.1632584027
1123	0.1632078965
1124	0.163160001
1125	0.163107019
1126	0.1630517112
1127	0.1630007517
1128	0.1629545298
1129	0.1629209566
1130	0.1628641086
1131	0.1628317162
1132	0.1627805074
1133	0.1627049606
1134	0.1626494003
1135	0.1626111099
1136	0.162551877
1137	0.1625204583
1138	0.1624548905
1139	0.1624155723
1140	0.1623543091
1141	0.1623051639
1142	0.162257916
1143	0.1622072154
1144	0.1621786202
1145	0.1621428954
1146	0.1620924123
1147	0.1620341498
1148	0.1620013085
1149	0.1619531007
1150	0.1619038233
1151	0.1618776911
1152	0.1618245658
1153	0.1617895851
1154	0.1617033914
1155	0.1616712271
1156	0.1616182417
1157	0.1615758805
1158	0.1615332252
1159	0.1614942437
1160	0.1614635785
1161	0.1614304867
1162	0.1613980849
1163	0.1613297969
1164	0.1612918775
1165	0.1612530523
1166	0.161207747
1167	0.1611650245
1168	0.1611083686
1169	0.1610456947
1170	0.1609880218
1171	0.1609487172
1172	0.1608902256
1173	0.1608511818
1174	0.1608103028
1175	0.1607622568
1176	0.160724708
1177	0.160677833
1178	0.1606293507
1179	0.1605796351
1180	0.1605097981
1181	0.160449066
1182	0.160405342
1183	0.1603349322
1184	0.1602970752
1185	0.1602506744
1186	0.1602145478
1187	0.1601888517
1188	0.1601669993
1189	0.1601179339
1190	0.160081851
1191	0.1600391161
1192	0.1600104718
1193	0.1599451156
1194	0.1598974106
1195	0.159856951
1196	0.1597943495
1197	0.159728704
1198	0.159676695
1199	0.1596272552
1200	0.1595549153
1201	0.1595249621
1202	0.1594580723
1203	0.1593739705
1204	0.1593444131
1205	0.1593123932
1206	0.1592800995
1207	0.1592351778
1208	0.1592005418
1209	0.1591678593
1210	0.1591052493
1211	0.1590565673
1212	0.1590166602
1213	0.1589440541
1214	0.1589155748
1215	0.158853932
1216	0.1587988304
1217	0.1587532702
1218	0.1587032673
1219	0.1586699063
1220	0.1586259824
1221	0.1585842839
1222	0.1585314172
1223	0.1584727369
1224	0.1584339426
1225	0.1584015059
1226	0.1583569786
1227	0.1582982687
1228	0.1582667115
1229	0.1582259485
1230	0.1581819176
1231	0.1581350475
1232	0.1580826423
1233	0.1580445549
1234	0.1580145382
1235	0.1579690218
1236	0.1579416965
1237	0.1578938839
1238	0.1578319777
1239	0.1577791791
1240	0.157726645
1241	0.1576719859
1242	0.1576291962
1243	0.1575908461
1244	0.1575499352
1245	0.1575007766
1246	0.1574478854
1247	0.1573958406
1248	0.157360482
1249	0.1573267767
1250	0.1572964727
1251	0.1572687372
1252	0.1572035095
1253	0.1571462928
1254	0.1571150954
1255	0.1570671878
1256	0.1570312987
1257	0.1569893226
1258	0.15696805
1259	0.1569386811
1260	0.1568850669
1261	0.15683077
1262	0.1567873484
1263	0.1567519111
1264	0.1567159389
1265	0.1566778733
1266	0.156637875
1267	0.1565868093
1268	0.156531295
1269	0.1564666945
1270	0.1564257279
1271	0.1563806367
1272	0.1563412752
1273	0.1562918985
1274	0.1562517786
1275	0.1561976381
1276	0.1561472573
1277	0.1561132441
1278	0.1560802158
1279	0.1560416636
1280	0.1559918227
1281	0.1559424745
1282	0.1558800534
1283	0.155849298
1284	0.155802787
1285	0.1557690447
1286	0.1557209051
1287	0.155680264
1288	0.1556543771
1289	0.1555813327
1290	0.1555371394
1291	0.1555074858
1292	0.1554807389
1293	0.1554417068
1294	0.1553749054
1295	0.1553283089
1296	0.1553005571
1297	0.1552466935
1298	0.1552126538
1299	0.1551694135
1300	0.1551311587
1301	0.1551008239
1302	0.1550510008
1303	0.1550305687
1304	0.1549887991
1305	0.1549539266
1306	0.1549102295
1307	0.1548714848
1308	0.1548139561
1309	0.1547882449
1310	0.1547536477
1311	0.1547132708
1312	0.15466871
1313	0.1546266011
1314	0.1545838794
1315	0.1545488046
1316	0.1545138481
1317	0.1544660078
1318	0.154427143
1319	0.1543830369
1320	0.1543281196
1321	0.1542803861
1322	0.1542363842
1323	0.154207792
1324	0.1541611977
1325	0.1541252182
1326	0.1540570961
1327	0.1540124165
1328	0.1539466097
1329	0.1539105035
1330	0.1538815486
1331	0.1538331071
1332	0.1538020683
1333	0.1537505859
1334	0.1537275794
1335	0.1536908083
1336	0.1536436453
1337	0.1535997991
1338	0.1535470571
1339	0.153503469
1340	0.1534703196
1341	0.1534072802
1342	0.1533708126
1343	0.1533272978
1344	0.1532764078
1345	0.1532427009
1346	0.1532161708
1347	0.153184513
1348	0.1531376852
1349	0.1530937002
1350	0.1530538882
1351	0.1530261749
1352	0.1529951011
1353	0.1529695141
1354	0.1529282952
1355	0.1528895051
1356	0.1528580997
1357	0.1528230652
1358	0.1527851969
1359	0.1527347158
1360	0.1527043433
1361	0.1526626929
1362	0.152622875
1363	0.1525798997
1364	0.152557976
1365	0.1525355216
1366	0.152505521
1367	0.1524558773
1368	0.1524218821
1369	0.1523755561
1370	0.1523304395
1371	0.1522692564
1372	0.1522128155
1373	0.1521643903
1374	0.1521056483
1375	0.1520625556
1376	0.1520280513
1377	0.1519947696
1378	0.1519684043
1379	0.1519342974
1380	0.1518859981
1381	0.1518486823
1382	0.1518153865
1383	0.1517845631
1384	0.1517500996
1385	0.151701024
1386	0.1516535633
1387	0.1516196436
1388	0.1515687461
1389	0.1515265151
1390	0.1515006293
1391	0.1514593081
1392	0.1514185244
1393	0.1513894561
1394	0.1513640233
1395	0.151333431
1396	0.1512960475
1397	0.1512511679
1398	0.1512025237
1399	0.151139618
1400	0.1510962769
1401	0.1510272343
1402	0.1509917386
1403	0.1509603046
1404	0.1509256177
1405	0.150898141
1406	0.1508620073
1407	0.150838631
1408	0.1508153485
1409	0.1507864069
1410	0.1507504234
1411	0.1507077012
1412	0.1506632911
1413	0.1505928218
1414	0.1505596839
1415	0.1505295188
1416	0.1505102181
1417	0.1504739883
1418	0.1504307339
1419	0.1503831037
1420	0.1503424863
1421	0.1502964755
1422	0.1502697555
1423	0.1502397499
1424	0.1501996152
1425	0.1501606709
1426	0.1501289276
1427	0.1500891947
1428	0.1500437384
1429	0.1500094658
1430	0.1499665292
1431	0.1499350683
1432	0.1499046318
1433	0.1498701301
1434	0.1498376111
1435	0.149790379
1436	0.149758625
1437	0.1497190438
1438	0.1496724945
1439	0.1496548468
1440	0.1496173714
1441	0.149573759
1442	0.1495293961
1443	0.149477755
1444	0.1494393609
1445	0.1494086073
1446	0.1493838621
1447	0.1493221956
1448	0.1492818518
1449	0.1492554591
1450	0.1492248888
1451	0.1491877102
1452	0.1491570248
1453	0.1491119167
1454	0.1490760779
1455	0.1490306795
1456	0.1489793964
1457	0.1489377251
1458	0.1488944575
1459	0.148857842
1460	0.1488176547
1461	0.148771556
1462	0.1487491734
1463	0.1486937388
1464	0.1486626225
1465	0.1486253199
1466	0.1486039479
1467	0.1485682833
1468	0.1485348809
1469	0.1485063695
1470	0.1484781736
1471	0.148439175
1472	0.1483796949
1473	0.1483435257
1474	0.1482884828
1475	0.14823892
1476	0.1482026082
1477	0.1481682184
1478	0.1481229646
1479	0.1480767695
1480	0.1480169998
1481	0.1479864121
1482	0.1479534099
1483	0.1479218453
1484	0.1478694826
1485	0.14782384
1486	0.1477831313
1487	0.1477384383
1488	0.1476822603
1489	0.1476401876
1490	0.1475963572
1491	0.14755263
1492	0.1475007275
1493	0.1474557927
1494	0.1474189543
1495	0.1473766016
1496	0.147331747
1497	0.1473123093
1498	0.1472754071
1499	0.1472432847
