district,neighborhood,room,living room,area (m2),age,floor,price
Sarıyer,Maslak Mah.,2,1,114,5,8,75000
Kağıthane,Hamidiye Mah.,2,1,145,2,5,70000
Esenyurt,Gökevler Mah.,2,1,100,5,1,18000
Gaziosmanpaşa,Karadeniz Mah.,1,1,92,8,8,24000
Beylikdüzü,Kavaklı Mah.,2,1,85,2,0,22000
Şişli,Teşvikiye Mah.,3,1,200,35,2,70000
Beyoğlu,Arap Cami Mah.,1,0,45,30,2,35000
Kağıthane,Sultan Selim Mah.,2,1,75,7,-1,18050
Şişli,Fulya Mah.,1,1,136,6,21,100000
Beşiktaş,Levazım Mah.,2,1,179,5,13,240000
Beykoz,Kavacık Mah.,3,1,125,30,2,33000
Maltepe,Başıbüyük Mah.,1,1,75,15,5,39000
Bakırköy,Kartaltepe Mah.,2,1,100,7,0,6500
Bağcılar,Demirkapı Mah.,3,1,105,30,4,18000
Sarıyer,Sarıyer Merkez Mah.,2,1,100,25,2,20000
Zeytinburnu,Veliefendi Mah.,1,1,80,25,-1,10000
Eyüpsultan,Göktürk Merkez Mah.,4,1,260,15,4,80000
Ataşehir,Kayışdağı Mah.,1,1,40,5,1,23750
Bağcılar,Güneşli Mah.,3,1,100,0,8,30000
Beşiktaş,Levazım Mah.,5,1,325,0,17,260000
Beykoz,Ortaçeşme Mah.,1,1,70,25,1,15000
Başakşehir,Başakşehir Mah.,2,1,87,15,5,23000
Beylikdüzü,Kavaklı Mah.,2,1,90,5,5,18000
Sarıyer,Maslak Mah.,4,1,250,8,2,130000
Sarıyer,Ayazağa Mah.,2,1,145,0,7,85000
Gaziosmanpaşa,Karadeniz Mah.,1,1,92,7,6,25000
Şişli,Fulya Mah.,1,1,140,4,21,90000
Sarıyer,Maslak Mah.,4,1,218,8,16,115000
Sarıyer,Tarabya Mah.,1,1,38,15,0,18000
Sarıyer,Huzur Mah.,2,1,116,6,15,55000
Büyükçekmece,Atatürk Mah.,2,1,80,35,3,14000
Kağıthane,Harmantepe Mah.,2,1,75,5,1,27000
Kağıthane,Hamidiye Mah.,1,0,45,5,10,37000
Sarıyer,Maslak Mah.,3,1,170,12,7,80000
Sarıyer,Bahçeköy Merkez Mah.,1,0,20,20,-1,7000
Kağıthane,Şirintepe Mah.,1,1,60,30,4,10000
Beşiktaş,Etiler Mah.,1,1,65,45,3,45000
Beşiktaş,Levent Mah.,2,1,250,5,12,145000
Sarıyer,Maden Mah.,4,1,250,13,2,100000
Pendik,Yenişehir Mah.,2,1,85,21,4,15000
Şişli,Meşrutiyet Mah.,1,0,6,30,2,9000
Bakırköy,Sakızağacı Mah.,1,1,70,9,4,30000
Beykoz,Fatih Mah.,3,1,45,5,3,11000
Kağıthane,Hamidiye Mah.,2,1,100,27,0,24000
Şişli,Cumhuriyet Mah.,1,1,93,12,21,53000
Sarıyer,Maslak Mah.,4,1,386,5,17,155000
Silivri,Selimpaşa Mah.,2,1,120,25,3,18000
Ataşehir,Kayışdağı Mah.,1,1,45,5,1,25000
Bağcılar,Demirkapı Mah.,2,1,140,20,1,16000
Kağıthane,Çağlayan Mah.,2,1,78,3,3,24500
Beylikdüzü,Kavaklı Mah.,2,1,100,3,1,19000
Beşiktaş,Levazım Mah.,2,1,179,10,15,240000
Esenyurt,Örnek Mah.,2,1,120,2,-1,14000
Beykoz,Acarlar Mah.,1,1,110,0,5,55000
Sarıyer,Maslak Mah.,3,1,198,7,21,90000
Bakırköy,Şenlikköy Mah.,5,1,245,26,3,85000
Sarıyer,Ayazağa Mah.,2,1,125,0,0,90000
Kadıköy,Osmanağa Mah.,1,0,25,30,4,11500
Gaziosmanpaşa,Karadeniz Mah.,1,1,88,6,21,25000
Bakırköy,Şenlikköy Mah.,5,2,360,1,2,135000
Beşiktaş,Levazım Mah.,3,1,130,35,1,55000
Beykoz,Soğuksu Mah.,3,1,105,30,1,20000
Sarıyer,Huzur Mah.,1,1,86,5,21,47000
Beykoz,Acarlar Mah.,3,1,139,0,1,117000
Üsküdar,Güzeltepe Mah.,3,1,110,0,2,40000
Ümraniye,Tatlısu Mah.,2,0,109,4,16,40000
Kağıthane,Emniyet Evleri Mah.,2,1,80,14,3,28000
Kağıthane,Sultan Selim Mah.,1,1,60,30,4,10000
Başakşehir,Kayabaşı Mah.,1,1,49,11,1,16000
Beşiktaş,Etiler Mah.,2,1,75,41,3,55000
Beykoz,Kavacık Mah.,4,1,150,16,0,8000
Zeytinburnu,Çırpıcı Mah.,2,1,85,25,3,22200
Beyoğlu,Şehit Muhtar Mah.,1,1,60,60,5,8000
Zeytinburnu,Veliefendi Mah.,1,1,85,25,1,16000
Güngören,Merkez Mah.,2,1,75,0,6,25000
Gaziosmanpaşa,Karadeniz Mah.,1,1,55,5,17,29000
Eyüpsultan,Emniyettepe Mah.,1,1,60,6,3,18000
Başakşehir,Kayabaşı Mah.,2,1,85,11,6,21000
Esenler,Kemer Mah.,2,1,90,26,2,15000
Şişli,19 Mayıs Mah.,2,1,150,8,5,35000
Sarıyer,Maslak Mah.,1,1,75,6,14,45000
Sarıyer,Ayazağa Mah.,1,1,82,0,0,60000
Sarıyer,Zekeriyaköy Mah.,4,2,210,16,5,67000
Çekmeköy,Mehmet Akif Mah.,2,1,100,17,3,19500
Silivri,Yeni Mah.,1,1,55,1,3,20000
Kağıthane,Hamidiye Mah.,3,1,175,10,7,110000
Beyoğlu,Müeyyetzade Mah.,1,1,40,60,1,14000
Beyoğlu,Müeyyetzade Mah.,3,1,170,5,6,80000
Çekmeköy,Soğukpınar Mah.,2,1,80,5,9,19000
Kağıthane,Yeşilce Mah.,1,1,62,10,1,20000
Bakırköy,Şenlikköy Mah.,4,1,250,24,2,85000
Sarıyer,Huzur Mah.,1,1,86,4,11,57000
Beylikdüzü,Kavaklı Mah.,3,1,130,3,2,23000
Gaziosmanpaşa,Sarıgöl Mah.,2,1,70,5,1,19000
Gaziosmanpaşa,Karadeniz Mah.,1,1,92,7,7,30000
Şişli,İnönü Mah.,1,0,50,26,3,19000
Ataşehir,Atatürk Mah.,2,1,100,27,3,45000
Sarıyer,Ayazağa Mah.,1,1,85,4,12,55000
Bağcılar,Göztepe Mah.,1,0,50,5,21,19500
Maltepe,Altıntepe Mah.,3,1,130,20,3,32000
Sarıyer,Ayazağa Mah.,1,0,55,4,2,35000
Şişli,Gülbahar Mah.,1,1,50,5,4,22000
Zeytinburnu,Sümer Mah.,2,1,85,3,2,8500
Beşiktaş,Levent Mah.,2,1,200,11,14,140000
Bakırköy,Şenlikköy Mah.,3,1,160,3,0,60000
Sarıyer,Maslak Mah.,1,1,70,5,5,40000
Şişli,Teşvikiye Mah.,2,1,160,1,13,130000
Şişli,Kuştepe Mah.,1,1,45,20,0,18500
Sarıyer,Maslak Mah.,4,1,255,10,18,99999
Beşiktaş,Akat Mah.,4,1,240,31,8,250000
Sarıyer,Huzur Mah.,1,1,86,6,21,60000
Sarıyer,Zekeriyaköy Mah.,2,1,160,10,2,55000
Beykoz,Çubuklu Mah.,2,1,90,25,4,35000
Beşiktaş,Dikilitaş Mah.,2,1,60,20,0,24000
Gaziosmanpaşa,Karadeniz Mah.,1,1,80,7,15,24000
Ataşehir,Kayışdağı Mah.,1,1,35,11,1,22000
Sarıyer,Tarabya Mah.,4,1,195,0,1,127000
Ümraniye,Çamlık Mah.,2,1,75,20,5,16000
Bakırköy,Şenlikköy Mah.,2,1,110,40,1,35000
Bakırköy,Şenlikköy Mah.,3,1,170,0,0,70000
Eyüpsultan,Alibeyköy Mah.,4,1,160,8,3,32500
Sarıyer,Maslak Mah.,1,0,65,8,2,45000
Bağcılar,Demirkapı Mah.,2,1,100,26,4,16500
Beşiktaş,Ulus Mah.,4,1,230,31,5,85000
Kağıthane,Seyrantepe Mah.,1,1,70,4,0,18000
Bakırköy,Şenlikköy Mah.,4,2,330,26,2,70000
Sarıyer,Maslak Mah.,1,1,75,5,10,40000
Sarıyer,Zekeriyaköy Mah.,3,1,250,16,0,110000
Şişli,Merkez Mah.,2,1,110,1,2,80000
Şişli,Mecidiyeköy Mah.,1,0,25,11,1,20000
Kadıköy,Acıbadem Mah.,4,1,150,5,3,70000
Beşiktaş,Levent Mah.,1,1,180,5,10,78000
Beykoz,Kavacık Mah.,1,1,60,30,1,25000
Sarıyer,Huzur Mah.,1,1,86,6,20,52500
Esenyurt,Mehterçeşme Mah.,2,1,75,1,5,13000
Şişli,Cumhuriyet Mah.,3,1,200,12,21,140000
Bağcılar,İnönü Mah.,2,1,90,11,1,14000
Kağıthane,Gültepe Mah.,2,1,65,5,1,28000
Kağıthane,Ortabayır Mah.,2,1,85,0,4,25000
Maltepe,Küçükyalı Mah.,3,1,110,26,3,30000
Eyüpsultan,Güzeltepe Mah.,3,1,184,5,2,69000
Kadıköy,Caferağa Mah.,3,1,120,31,2,55000
Sarıyer,Maden Mah.,4,121,300,4,5,130000
Bakırköy,Şenlikköy Mah.,5,2,350,30,4,125000
Sarıyer,Ayazağa Mah.,1,1,85,5,7,70000
Beykoz,Göksu Mah.,2,1,100,30,0,19000
Beşiktaş,Levazım Mah.,2,1,179,5,9,260000
Beyoğlu,Katip Mustafa Çelebi Mah.,1,0,35,65,0,25000
Fatih,Cerrahpaşa Mah.,2,1,80,49,4,30000
Gaziosmanpaşa,Fevzi Çakmak Mah.,1,1,90,11,2,32000
Kağıthane,Emniyet Evleri Mah.,1,1,122,11,15,85000
Beşiktaş,Ulus Mah.,4,2,242,30,4,90000
Kağıthane,Şirintepe Mah.,1,1,52,25,4,10250
Sarıyer,Yeniköy Mah.,2,1,105,35,2,60000
Sarıyer,Maslak Mah.,3,1,177,6,9,70000
Bakırköy,Şenlikköy Mah.,3,1,190,10,2,120000
Zeytinburnu,Seyitnizam Mah.,2,1,135,23,0,14000
Sarıyer,Huzur Mah.,4,1,204,6,4,125000
Şişli,Mecidiyeköy Mah.,2,1,90,11,3,30000
Beşiktaş,Mecidiye Mah.,2,1,90,20,0,38000
Bakırköy,Şenlikköy Mah.,4,1,250,30,0,60000
Şişli,Teşvikiye Mah.,2,1,168,1,2,130000
Bağcılar,Merkez Mah.,2,1,85,31,2,18000
Esenler,Birlik Mah.,2,1,90,30,1,13000
Kadıköy,Caddebostan Mah.,3,1,140,5,7,180000
Beşiktaş,Gayrettepe Mah.,3,1,130,31,0,45000
Zeytinburnu,Beştelsiz Mah.,2,1,85,21,2,15000
Eyüpsultan,Emniyettepe Mah.,1,1,75,0,2,25000
Kağıthane,Seyrantepe Mah.,1,1,62,0,-1,25000
Gaziosmanpaşa,Karadeniz Mah.,3,1,165,6,5,55000
Bakırköy,Şenlikköy Mah.,5,1,350,16,4,170000
Beyoğlu,Katip Mustafa Çelebi Mah.,1,1,35,45,3,25000
Bakırköy,Şenlikköy Mah.,2,1,110,26,5,40000
Sarıyer,Maslak Mah.,1,1,86,5,21,50000
Zeytinburnu,Seyitnizam Mah.,2,1,135,24,4,14000
Beşiktaş,Nisbetiye Mah.,5,1,349,0,18,290000
Eyüpsultan,Emniyettepe Mah.,2,1,85,0,0,24000
Şişli,Kuştepe Mah.,2,1,90,5,1,28000
Kağıthane,Harmantepe Mah.,1,1,50,3,4,18000
Eyüpsultan,Güzeltepe Mah.,4,1,240,8,2,110000
Şişli,Fulya Mah.,2,1,178,2,21,130000
Bağcılar,Merkez Mah.,1,1,70,16,2,16250
Sarıyer,Huzur Mah.,1,1,105,6,21,56000
Beşiktaş,Levent Mah.,1,1,122,11,21,90000
Bahçelievler,Soğanlı Mah.,2,1,90,35,2,18000
Avcılar,Denizköşkler Mah.,3,2,185,24,5,19000
Kağıthane,Hamidiye Mah.,2,1,90,2,2,70000
Bakırköy,Şenlikköy Mah.,5,0,350,16,4,170000
Beyoğlu,Kuloğlu Mah.,1,0,30,40,4,20000
Kağıthane,Çağlayan Mah.,1,1,60,5,1,25000
Esenler,Kemer Mah.,2,1,100,35,1,15000
Bakırköy,Şenlikköy Mah.,4,1,300,18,2,70000
Sarıyer,Zekeriyaköy Mah.,4,2,300,20,5,67000
Gaziosmanpaşa,Barbaros Hayrettinpaşa Mah.,2,1,95,8,0,20000
Zeytinburnu,Seyitnizam Mah.,1,1,75,20,1,13000
Beşiktaş,Akat Mah.,5,1,300,30,1,275000
Sarıyer,Huzur Mah.,2,1,116,6,21,65000
Beşiktaş,Levent Mah.,1,1,120,5,15,85000
Kağıthane,Yahya Kemal Mah.,2,1,73,3,9,34000
Avcılar,Cihangir Mah.,3,1,125,24,2,22500
Adalar,Nizam Mah.,1,1,80,20,0,28000
Gaziosmanpaşa,Karadeniz Mah.,1,1,84,6,9,30000
Eyüpsultan,Güzeltepe Mah.,2,1,75,25,1,15000
Beykoz,Çubuklu Mah.,3,1,130,30,4,32000
Beşiktaş,Yıldız Mah.,2,1,177,0,5,145000
Kadıköy,Kozyatağı Mah.,2,1,100,5,10,60000
Beşiktaş,Levazım Mah.,3,1,221,1,8,255000
Şişli,Mecidiyeköy Mah.,2,1,65,5,2,27000
Bakırköy,Şenlikköy Mah.,5,1,300,15,2,150000
Sarıyer,Maslak Mah.,3,1,180,11,12,73000
Şişli,Fulya Mah.,1,1,116,4,14,90000
Küçükçekmece,Fatih Mah.,2,1,100,2,14,37500
Şişli,Cumhuriyet Mah.,1,1,76,6,0,48000
Esenler,Menderes Mah.,3,1,120,24,5,14000
Beykoz,Çubuklu Mah.,7,1,300,5,0,6000
Şişli,Mecidiyeköy Mah.,1,0,64,4,2,36000
Sarıyer,Huzur Mah.,1,1,86,6,2,51000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,0,38,50,4,17000
Fatih,Sümbül Efendi Mah.,1,1,75,40,-1,13000
Zeytinburnu,Seyitnizam Mah.,2,1,110,25,0,8500
Sarıyer,Huzur Mah.,2,1,165,5,21,70000
Beşiktaş,Nisbetiye Mah.,2,1,127,4,2,130000
Beykoz,Kavacık Mah.,4,1,125,25,2,12000
Bakırköy,Şenlikköy Mah.,5,1,300,15,2,97000
Beşiktaş,Yıldız Mah.,1,1,60,30,0,21000
Fatih,Seyyid Ömer Mah.,1,1,75,31,4,18000
Eyüpsultan,İslambey Mah.,2,1,85,30,1,20000
Bakırköy,Şenlikköy Mah.,4,2,400,10,4,190000
Beşiktaş,Nisbetiye Mah.,5,1,346,0,15,285000
Sarıyer,Yeni Mah.,2,1,120,30,2,180000
Şişli,Kuştepe Mah.,2,1,75,4,2,26500
Sarıyer,Maslak Mah.,2,1,140,7,6,80000
Sarıyer,Maslak Mah.,1,1,85,8,8,45000
Beyoğlu,Cihangir Mah.,2,1,95,50,4,55000
Bağcılar,Yıldıztepe Mah.,3,1,140,5,3,21000
Zeytinburnu,Seyitnizam Mah.,2,1,85,22,4,12000
Esenyurt,İnönü Mah.,3,1,120,9,2,15000
Beykoz,Göztepe Mah.,4,1,130,35,1,10000
Beşiktaş,Nisbetiye Mah.,3,1,220,1,21,238000
Sarıyer,Maslak Mah.,4,1,278,12,21,130000
Bakırköy,Şenlikköy Mah.,5,2,300,18,4,85000
Şişli,Fulya Mah.,2,1,155,7,21,145000
Kağıthane,Merkez Mah.,2,1,70,4,11,55000
Kağıthane,Hamidiye Mah.,1,1,70,5,7,48000
Sarıyer,Ayazağa Mah.,1,0,55,4,3,37000
Eyüpsultan,Emniyettepe Mah.,3,1,120,25,1,25000
Bağcılar,Hürriyet Mah.,3,1,140,26,2,20000
Zeytinburnu,Seyitnizam Mah.,1,1,80,24,1,12000
Beşiktaş,Nisbetiye Mah.,3,1,221,1,21,255000
Şişli,Teşvikiye Mah.,4,1,200,35,2,75000
Bakırköy,Şenlikköy Mah.,5,1,600,26,0,250000
Kağıthane,Yahya Kemal Mah.,1,1,55,35,2,11500
Sarıyer,Maslak Mah.,1,0,65,8,8,35000
Beykoz,Rüzgarlıbahçe Mah.,4,0,25,22,5,15000
Beyoğlu,Kuloğlu Mah.,2,1,85,50,1,130000
Esenyurt,Fatih Mah.,2,1,110,10,3,10000
Eyüpsultan,Emniyettepe Mah.,2,1,85,5,2,30000
Sarıyer,İstinye Mah.,3,1,175,11,3,170000
Bahçelievler,Cumhuriyet Mah.,2,1,90,0,3,24000
Zeytinburnu,Seyitnizam Mah.,1,1,78,8,0,11000
Sarıyer,Huzur Mah.,1,1,80,5,13,50000
Sarıyer,Uskumruköy Mah.,3,1,220,5,0,175000
Şişli,Merkez Mah.,2,1,100,0,15,70000
Kağıthane,Gültepe Mah.,2,1,95,5,2,27500
Sarıyer,Maslak Mah.,3,1,170,12,5,87000
Üsküdar,Bahçelievler Mah.,2,1,100,30,3,15000
Sarıyer,Maslak Mah.,2,1,145,8,9,75000
Beşiktaş,Nisbetiye Mah.,3,1,240,0,20,192000
Fatih,Ayvansaray Mah.,1,0,25,26,2,12000
Sarıyer,Maslak Mah.,1,1,75,5,9,39000
Bakırköy,Şenlikköy Mah.,4,1,250,25,0,60000
Kadıköy,Kozyatağı Mah.,4,1,171,0,4,90000
Zeytinburnu,Seyitnizam Mah.,1,1,72,23,4,13000
Kağıthane,Ortabayır Mah.,2,1,73,0,1,31000
Sarıyer,Maslak Mah.,2,1,140,5,6,80000
Beşiktaş,Levent Mah.,2,1,220,5,21,200000
Beşiktaş,Dikilitaş Mah.,4,1,270,6,13,150000
Başakşehir,Kayabaşı Mah.,1,1,68,7,0,23000
Kağıthane,Harmantepe Mah.,1,1,50,1,2,20000
Bakırköy,Şenlikköy Mah.,5,1,250,26,2,125000
Bakırköy,Şenlikköy Mah.,4,1,260,15,3,110000
Beykoz,Kavacık Mah.,2,1,75,30,2,20000
Beşiktaş,Etiler Mah.,3,1,200,15,4,240000
Beşiktaş,Yıldız Mah.,2,1,90,45,-2,31500
Sarıyer,Maslak Mah.,2,1,145,8,9,75000
Esenyurt,Atatürk Mah.,2,1,110,6,3,10000
Adalar,Nizam Mah.,3,1,130,31,4,65000
Beşiktaş,Gayrettepe Mah.,2,1,160,26,2,53000
Sarıyer,Maslak Mah.,1,1,65,7,14,40000
Zeytinburnu,Seyitnizam Mah.,1,1,72,24,2,13000
Kağıthane,Hamidiye Mah.,2,1,120,2,5,65000
Şişli,Merkez Mah.,2,1,130,8,21,75000
Bakırköy,Şenlikköy Mah.,4,1,240,16,3,100000
Şişli,Kuştepe Mah.,2,1,70,12,1,27000
Sarıyer,Maslak Mah.,2,1,150,8,12,75000
Bakırköy,Şenlikköy Mah.,4,2,330,27,2,70000
Sarıyer,Zekeriyaköy Mah.,3,1,200,4,0,100000
Sarıyer,Maslak Mah.,1,1,80,5,15,40000
Şişli,Fulya Mah.,2,1,200,4,21,120000
Beykoz,Kavacık Mah.,2,1,80,20,2,8000
Sarıyer,Maslak Mah.,1,1,84,8,8,50000
Şişli,Merkez Mah.,2,1,130,6,21,75000
Ataşehir,Kayışdağı Mah.,1,1,45,8,6,27500
Bakırköy,Şenlikköy Mah.,4,1,240,8,3,140000
Şişli,Kuştepe Mah.,2,1,65,5,1,25000
Zeytinburnu,Seyitnizam Mah.,1,1,75,25,2,13500
Şişli,Halaskargazi Mah.,3,1,220,35,2,70000
Sarıyer,Maslak Mah.,3,0,128,5,18,65000
Şişli,Merkez Mah.,3,1,190,0,21,100000
Şişli,Merkez Mah.,2,1,130,6,21,75000
Şişli,Kuştepe Mah.,1,1,50,5,3,20000
Beyoğlu,Kalyoncu Kulluğu Mah.,1,1,75,50,1,23000
Bakırköy,Şenlikköy Mah.,4,2,330,25,1,140000
Kağıthane,Hamidiye Mah.,2,1,130,4,8,80000
Kağıthane,Seyrantepe Mah.,4,1,210,3,6,140000
Zeytinburnu,Seyitnizam Mah.,1,1,80,22,3,11500
Şişli,Gülbahar Mah.,2,1,85,15,2,20000
Sarıyer,Maslak Mah.,4,1,280,5,11,150000
Şişli,Merkez Mah.,1,1,100,0,6,60000
Beykoz,Kavacık Mah.,4,1,150,30,1,12000
Şişli,Merkez Mah.,2,1,130,6,21,75000
Şişli,Mecidiyeköy Mah.,2,1,55,5,5,22000
Bakırköy,Yeşilköy Mah.,3,1,200,0,2,125000
Kağıthane,Seyrantepe Mah.,3,1,240,3,6,85000
Şişli,Teşvikiye Mah.,1,1,120,2,3,69000
Bağcılar,Mahmutbey Mah.,2,1,100,26,5,15000
Bakırköy,Şenlikköy Mah.,3,1,165,22,5,68000
Zeytinburnu,Seyitnizam Mah.,2,1,85,25,-1,7500
Kağıthane,Telsizler Mah.,1,1,55,3,1,35000
Şişli,Merkez Mah.,3,1,191,0,21,120000
Şişli,Merkez Mah.,2,1,130,5,21,75000
Kağıthane,Yahya Kemal Mah.,2,1,75,11,0,23000
Şişli,Teşvikiye Mah.,2,1,150,2,6,145000
Sarıyer,Maslak Mah.,3,1,190,10,16,85000
Bağcılar,Göztepe Mah.,2,1,120,5,8,30000
Beyoğlu,Firuzağa Mah.,1,1,60,50,3,15000
Bakırköy,Şenlikköy Mah.,4,1,220,16,5,120000
Şişli,Merkez Mah.,1,1,68,0,10,50000
Bakırköy,Şenlikköy Mah.,3,1,140,50,0,30000
Beyoğlu,Gümüşsuyu Mah.,1,0,35,55,1,15000
Şişli,Merkez Mah.,2,1,130,5,21,75000
Şişli,Mecidiyeköy Mah.,1,1,65,5,3,27500
Bağcılar,Mahmutbey Mah.,2,1,100,26,5,15000
Beykoz,Kavacık Mah.,4,1,160,30,2,10000
Beykoz,Yalıköy Mah.,2,1,100,26,3,40000
Beşiktaş,Yıldız Mah.,2,1,163,0,1,165000
Bakırköy,Şenlikköy Mah.,4,1,200,28,2,90000
Şişli,Merkez Mah.,2,1,120,5,20,75000
Beyoğlu,Gümüşsuyu Mah.,2,1,100,50,2,75000
Şişli,Teşvikiye Mah.,1,1,110,0,3,90000
Esenler,Fatih Mah.,2,1,145,33,2,15000
Bakırköy,Basınköy Mah.,3,1,140,25,2,55000
Sarıyer,Maslak Mah.,3,1,180,5,8,80000
Beşiktaş,Dikilitaş Mah.,3,1,235,9,7,150000
Şişli,Merkez Mah.,2,1,120,5,20,75000
Bakırköy,Şenlikköy Mah.,4,1,220,30,2,85000
Beşiktaş,Vişnezade Mah.,1,1,96,11,16,60000
Şişli,Kuştepe Mah.,1,1,50,5,4,23000
Beykoz,Ortaçeşme Mah.,2,1,110,26,0,17000
Esenler,Fatih Mah.,3,1,140,26,4,15500
Şişli,Merkez Mah.,2,1,120,5,20,75000
Beşiktaş,Akat Mah.,3,1,180,27,4,160000
Şişli,Mecidiyeköy Mah.,2,1,80,21,3,20000
Bağcılar,İnönü Mah.,2,1,110,16,3,18500
Şişli,Merkez Mah.,3,1,110,40,3,40000
Şişli,Merkez Mah.,2,1,120,5,20,75000
Şişli,Merkez Mah.,2,1,100,2,21,65000
Bağcılar,Kirazlı Mah.,1,1,85,11,1,20000
Bakırköy,Şenlikköy Mah.,3,1,160,31,5,45000
Sarıyer,Maslak Mah.,1,1,75,7,10,53000
Şişli,Kuştepe Mah.,2,1,65,5,1,22000
Ataşehir,Örnek Mah.,1,1,55,10,16,31000
Şişli,Cumhuriyet Mah.,2,1,110,5,21,70000
Şişli,Merkez Mah.,3,1,170,0,21,100000
Şişli,Esentepe Mah.,2,1,138,2,2,113000
Sarıyer,Maslak Mah.,4,1,280,5,11,135000
Beykoz,Kavacık Mah.,2,1,100,30,4,8000
Şişli,Fulya Mah.,1,0,30,3,5,21500
Bakırköy,Şenlikköy Mah.,3,1,165,25,2,70000
Esenler,Kemer Mah.,2,1,100,28,6,15500
Kağıthane,Emniyet Evleri Mah.,3,1,330,5,11,180000
Beşiktaş,Levazım Mah.,4,1,330,10,18,250000
Sarıyer,Ferahevler Mah.,3,1,250,4,5,200000
Sarıyer,Maslak Mah.,1,1,85,10,10,60000
Şişli,Mecidiyeköy Mah.,1,1,65,5,1,27500
Beşiktaş,Vişnezade Mah.,1,1,135,6,3,125000
Eyüpsultan,Mimar Sinan Mah.,3,1,150,3,3,55000
Bağcılar,Demirkapı Mah.,2,1,90,31,1,16000
Beşiktaş,Levent Mah.,3,1,440,5,11,205000
Beşiktaş,Dikilitaş Mah.,3,1,235,7,15,150000
Bakırköy,Şenlikköy Mah.,2,1,130,35,4,32000
Şişli,Merkez Mah.,2,1,115,4,20,75000
Sarıyer,Zekeriyaköy Mah.,1,1,50,8,1,40000
Kağıthane,Hürriyet Mah.,2,1,65,5,2,27000
Bağcılar,Mahmutbey Mah.,3,1,165,21,4,24000
Kağıthane,Merkez Mah.,2,1,105,5,2,55000
Şişli,Halide Edip Adıvar Mah.,1,1,105,4,2,53000
Sarıyer,Maslak Mah.,2,1,145,10,19,85000
Sarıyer,Maslak Mah.,3,1,170,10,21,80000
Beykoz,Acarlar Mah.,6,2,700,11,0,285000
Şişli,Halaskargazi Mah.,2,1,260,2,7,120000
Beşiktaş,Levent Mah.,3,1,400,5,14,220000
Küçükçekmece,Yeşilova Mah.,2,1,120,23,2,25000
Şişli,Harbiye Mah.,1,1,121,11,20,100000
Şişli,Fulya Mah.,1,0,30,2,5,20000
Sarıyer,Maslak Mah.,2,1,145,10,20,83000
Sarıyer,Maslak Mah.,3,1,170,10,2,80000
Bağcılar,Kemalpaşa Mah.,3,1,110,19,4,12000
Fatih,Derviş Ali Mah.,2,1,75,34,3,21500
Kağıthane,Harmantepe Mah.,2,1,75,11,1,28000
Kağıthane,Emniyet Evleri Mah.,1,1,140,15,21,80000
Sarıyer,Maslak Mah.,2,1,170,10,20,85000
Sarıyer,Maslak Mah.,3,1,185,5,13,80000
Esenler,Fatih Mah.,2,1,140,31,5,16000
Sarıyer,Ferahevler Mah.,3,1,230,26,0,45000
Şişli,Gülbahar Mah.,1,1,45,5,2,20000
Sarıyer,Maslak Mah.,1,1,80,5,20,55000
Kağıthane,Emniyet Evleri Mah.,5,1,550,15,21,240000
Sarıyer,Maslak Mah.,3,1,170,10,10,83000
Bakırköy,Şenlikköy Mah.,2,1,90,26,0,45000
Şişli,Merkez Mah.,2,1,130,3,5,80000
Sarıyer,Huzur Mah.,1,1,80,5,14,50000
Şişli,Eskişehir Mah.,1,1,55,3,4,27500
Şişli,Teşvikiye Mah.,2,1,150,2,6,145000
Şişli,Esentepe Mah.,2,1,90,21,5,49000
Şişli,Cumhuriyet Mah.,1,1,85,10,2,50000
Sarıyer,Maslak Mah.,4,1,255,12,21,129999
Bağcılar,Fevzi Çakmak Mah.,2,1,85,26,4,12500
Sarıyer,Huzur Mah.,1,1,95,5,17,58000
Şişli,Fulya Mah.,1,1,136,5,18,85000
Şişli,Mecidiyeköy Mah.,2,1,70,5,-1,22000
Beşiktaş,Levent Mah.,3,1,155,26,2,40000
Bakırköy,Şenlikköy Mah.,3,1,160,35,2,95000
Sarıyer,Maslak Mah.,3,1,145,10,20,85000
Beşiktaş,Ortaköy Mah.,1,2,140,15,2,85000
Bağcılar,Fevzi Çakmak Mah.,2,1,100,16,1,17000
Sarıyer,Maslak Mah.,1,1,105,5,21,60000
Beşiktaş,Gayrettepe Mah.,1,1,90,14,18,60000
Kağıthane,Ortabayır Mah.,2,1,200,11,2,130000
Eyüpsultan,İslambey Mah.,1,1,65,3,5,28000
Sarıyer,Maslak Mah.,2,1,146,10,18,70000
Bağcılar,Yavuz Selim Mah.,2,1,95,25,4,20000
Beyoğlu,Kuloğlu Mah.,1,1,45,45,2,23000
Sarıyer,Huzur Mah.,1,1,80,4,3,60000
Bakırköy,Şenlikköy Mah.,3,1,180,30,2,55000
Sarıyer,Maslak Mah.,3,1,186,9,20,95000
Şişli,Gülbahar Mah.,1,1,55,11,0,18500
Esenler,Birlik Mah.,2,1,95,26,1,20000
Beyoğlu,Hüseyinağa Mah.,1,1,45,50,3,20000
Şişli,Teşvikiye Mah.,1,1,120,2,3,69000
Sarıyer,Ayazağa Mah.,1,0,55,3,2,35000
Sarıyer,Huzur Mah.,3,1,130,3,3,70000
